@ Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz

# density = 1.0
- N = 119164 18037 [ms]
- N = 119164 13059 [ms]
- N = 119164 10326 [ms]

# density = 0.5
- N = 62500 4420 [ms]
- N = 62500 3229 [ms]
- N = 62500 2852 [ms]
